sq_mt_built,n_rooms,n_bathrooms,floor,rent_price,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_pool,has_terrace,has_storage_room,energy_certificate,has_parking,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,sq_mt_price_by_place
64.0,2,1,3,471,85000,1328,Pisos,False,False,1960.0,None,None,True,False,False,True,False,False,False,D,False,False,True,False,False,1308.89
70.0,3,1,4,666,129900,1856,Pisos,True,False,,None,None,False,True,True,True,False,True,False,en trámite,False,None,None,None,None,1796.68
94.0,2,2,1,722,144247,1535,Pisos,False,False,,False,True,False,True,True,True,False,False,True,no indicado,False,None,None,None,None,1617.18
64.0,2,1,,583,109900,1717,Pisos,False,False,1955.0,None,None,False,False,True,True,False,False,True,en trámite,False,False,False,True,False,1617.18
108.0,2,2,4,1094,260000,2407,Pisos,False,False,2003.0,None,None,True,True,True,True,True,False,True,en trámite,True,True,True,True,True,1827.79
126.0,4,2,3,901,195000,1548,Pisos,False,False,1981.0,False,True,False,False,False,True,False,True,False,en trámite,True,False,False,False,True,1617.18
120.0,5,2,1,884,190000,1583,Pisos,False,False,,False,True,True,True,False,True,True,True,True,F,True,False,False,True,False,1617.18
125.0,3,2,2,912,198500,1588,Pisos,False,False,,None,None,True,True,False,True,False,True,False,no indicado,False,False,False,True,False,1617.18
84.0,3,2,,954,212000,2524,Pisos,False,False,,None,None,True,True,True,True,True,False,True,F,True,None,None,None,None,2197.8
85.0,2,1,7,672,131400,1546,Pisos,True,False,1950.0,False,True,False,False,False,True,False,True,False,en trámite,False,False,True,False,False,1827.79
69.0,2,2,2,617,118000,1710,Pisos,True,False,1963.0,None,None,False,False,False,True,False,True,False,en trámite,False,None,None,None,None,1617.18
122.0,3,2,6,1058,246900,2024,Pisos,False,False,,None,None,True,True,True,None,True,False,True,E,True,None,None,None,None,2197.8
123.0,3,2,4,901,195000,1585,Pisos,False,False,1992.0,None,None,True,True,True,True,False,False,False,D,False,False,False,False,True,1827.79
109.0,3,2,3,933,205000,1881,Pisos,False,False,1983.0,None,None,False,True,True,True,False,True,True,E,False,False,False,True,False,1796.68
64.0,3,1,3,408,72000,1125,Pisos,False,False,1960.0,False,True,False,False,False,True,False,True,False,F,False,None,None,None,None,1308.89
115.0,3,1,3,780,160000,1391,Pisos,False,False,,False,True,True,False,None,True,False,True,True,en trámite,False,None,None,None,None,1827.79
115.0,3,1,1,867,184900,1608,Pisos,False,False,,False,True,True,False,False,True,False,True,False,en trámite,False,None,None,None,None,1827.79
65.0,3,1,4,494,90000,1385,Pisos,False,False,,None,None,False,False,False,True,False,True,False,en trámite,False,None,None,None,None,1796.68
75.0,3,1,3,666,129900,1732,Pisos,True,False,,None,None,False,False,True,True,False,True,False,en trámite,False,None,None,None,None,1617.18
60.0,2,1,,516,94900,1582,Pisos,False,False,,None,None,True,True,False,True,False,False,False,en trámite,False,None,None,None,None,1308.89
60.0,2,1,2,493,89900,1498,Pisos,False,False,,None,None,False,False,False,True,False,True,False,en trámite,False,None,None,None,None,1617.18
95.0,4,2,4,724,144900,1525,Pisos,False,False,,None,None,True,False,False,True,False,False,False,en trámite,False,None,None,None,None,1796.68
76.0,3,1,2,583,110000,1447,Pisos,True,False,,None,None,False,False,False,True,False,True,False,en trámite,False,None,None,None,None,1617.18
51.0,2,1,,508,93000,1824,Pisos,False,False,,None,None,False,False,None,None,False,False,False,en trámite,False,None,None,None,None,1617.18
134.0,3,2,2,666,130000,970,Pisos,False,False,,None,None,False,False,True,None,False,False,False,en trámite,False,None,None,None,None,1617.18
62.0,2,1,2,557,104000,1677,Pisos,False,None,,False,True,False,False,None,True,False,True,False,en trámite,False,None,None,None,None,1617.18
75.0,3,1,3,698,138000,1840,Pisos,False,False,1984.0,False,True,True,True,False,True,False,True,False,inmueble exento,True,False,False,False,True,1617.18
112.0,4,2,2,1148,280000,2500,Pisos,False,False,,False,True,False,True,True,True,True,False,True,B,True,False,True,True,True,2197.8
65.0,3,1,1,744,150000,2308,Pisos,True,False,1976.0,False,True,False,True,True,True,True,False,False,en trámite,False,None,None,None,None,1827.79
70.0,2,1,3,728,145900,2084,Pisos,False,False,1968.0,False,True,True,True,False,True,False,True,False,E,False,False,False,True,False,1617.18
75.0,1,1,1,505,92500,1233,Pisos,False,None,2008.0,False,True,True,True,True,True,False,False,False,en trámite,False,True,True,True,True,1617.18
123.0,3,2,7,1195,298000,2423,Pisos,False,False,2002.0,False,True,True,True,True,True,True,False,True,en trámite,True,None,None,None,None,1827.79
61.0,3,1,2,539,99900,1638,Pisos,False,None,,False,True,True,False,None,True,False,True,False,en trámite,False,None,None,None,None,1617.18
72.0,2,1,3,698,138000,1917,Pisos,False,False,,False,True,True,True,False,True,False,False,False,en trámite,True,None,None,None,None,1617.18
61.0,3,1,5,539,100000,1639,Pisos,False,False,1966.0,False,True,False,False,False,True,False,False,False,en trámite,False,True,False,True,False,2197.8
71.0,3,1,1,672,131400,1851,Pisos,True,False,1980.0,False,True,False,False,False,True,False,True,False,en trámite,False,None,None,None,None,1617.18
87.0,3,1,2,521,96000,1103,Pisos,True,False,,None,None,True,False,False,True,False,True,False,E,False,None,None,None,None,1827.79
60.0,2,1,,758,154000,2567,Pisos,False,False,,None,None,True,True,False,True,False,True,False,A,False,False,False,True,False,1617.18
78.0,4,1,2,731,146700,1881,Pisos,False,None,,None,None,False,True,True,True,False,False,False,G,False,False,False,True,False,1796.68
52.0,1,1,1,505,92500,1779,Pisos,False,None,,False,True,True,False,False,None,False,False,False,G,False,None,None,None,None,1827.79
125.0,3,3,7,1135,275000,2200,Dúplex,False,False,2004.0,None,None,True,False,True,True,True,True,True,D,False,None,None,None,None,2197.8
75.0,0,1,1,465,83800,1117,None,False,False,2008.0,False,True,True,True,True,True,False,True,False,en trámite,False,True,True,True,True,1617.18
97.0,2,2,,1111,266122,2744,Pisos,False,True,,None,None,False,False,True,True,True,True,False,no indicado,False,None,None,None,None,2197.8
93.0,2,2,7,1004,228273,2455,Pisos,False,True,,None,None,False,False,True,True,True,True,False,no indicado,False,None,None,None,None,2197.8
103.0,4,2,1,823,171900,1669,Pisos,False,False,,None,None,False,False,True,True,False,False,True,en trámite,False,None,None,None,None,1796.68
83.0,2,2,7,1004,228273,2750,Áticos,False,False,2020.0,False,True,True,True,True,True,True,True,True,en trámite,True,None,None,None,None,2197.8
45.0,2,1,1,471,85000,1889,Pisos,True,False,1968.0,False,True,False,False,False,True,False,False,False,E,False,None,None,None,None,1827.79
120.0,3,2,7,1195,298000,2483,Pisos,False,False,,False,True,True,True,True,None,True,False,True,en trámite,True,None,None,None,None,1827.79
74.0,3,1,1,702,139000,1878,Pisos,False,False,,False,True,False,True,False,True,False,False,True,no indicado,False,False,False,True,False,1796.68
125.0,3,2,7,1128,272500,2180,Dúplex,False,False,2004.0,False,True,False,True,True,True,True,True,True,F,False,None,None,None,None,2197.8
126.0,4,2,,1135,275000,2183,Pisos,False,False,,False,True,True,True,True,True,True,True,True,en trámite,True,False,False,True,True,2197.8
158.0,3,2,4,1172,289000,1829,Áticos,False,False,2003.0,False,True,True,True,True,True,True,True,True,en trámite,True,None,None,None,None,2197.8
65.0,2,1,,604,115000,1769,Pisos,False,False,,None,None,False,False,False,True,False,False,False,G,False,None,None,None,None,1827.79
108.0,3,2,4,847,179000,1657,Pisos,False,False,1978.0,None,None,False,True,True,True,False,True,False,en trámite,False,None,None,None,None,1796.68
62.0,2,1,,638,123000,1984,Pisos,False,False,1984.0,False,True,True,False,True,True,False,False,False,E,False,True,False,False,False,1617.18
51.0,2,1,3,492,89500,1755,Pisos,True,False,1967.0,None,None,False,False,False,True,False,True,False,en trámite,False,False,False,False,True,1827.79
112.0,3,2,3,1172,289000,2580,Pisos,False,False,2013.0,False,True,True,True,True,True,True,False,True,E,True,False,False,True,False,2197.8
109.0,3,2,2,968,216278,1984,Pisos,False,True,,False,True,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
107.0,3,2,1,940,207503,1939,Pisos,False,True,,False,True,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
76.0,2,2,3,790,162793,2142,Pisos,False,True,,False,True,False,False,True,True,True,False,True,no indicado,True,None,None,None,None,2197.8
105.0,3,2,1,933,204999,1952,Pisos,False,True,,False,True,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
109.0,3,2,4,982,220879,2026,Pisos,False,True,,False,True,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
108.0,3,2,4,974,218258,2021,Pisos,False,True,,False,True,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
109.0,3,2,,1014,231855,2127,Pisos,False,True,,False,True,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
76.0,2,2,4,793,163397,2150,Pisos,False,True,,False,True,False,False,True,True,True,False,True,no indicado,True,None,None,None,None,2197.8
76.0,2,2,2,783,160759,2115,Pisos,False,True,,False,True,False,False,True,True,True,False,True,no indicado,True,None,None,None,None,2197.8
108.0,3,2,3,970,217169,2011,Pisos,False,True,,False,True,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
76.0,2,2,5,799,165208,2174,Pisos,False,True,,False,True,False,False,True,True,True,False,True,no indicado,True,None,None,None,None,2197.8
109.0,3,2,3,978,219775,2016,Pisos,False,True,,False,True,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
108.0,3,2,,1011,230817,2137,Pisos,False,True,,False,True,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
108.0,3,2,2,960,213722,1979,Pisos,False,True,,False,True,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
111.0,2,2,6,1011,230749,2079,Áticos,False,True,,None,None,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
115.0,3,2,2,1020,233789,2033,Pisos,False,True,,None,None,False,False,True,True,True,False,True,no indicado,True,None,None,None,None,2197.8
115.0,3,2,1,1011,230789,2007,Pisos,False,True,,None,None,False,False,True,True,True,False,True,no indicado,True,None,None,None,None,2197.8
117.0,3,2,1,1050,244171,2087,Pisos,False,True,,None,None,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
117.0,3,2,1,1048,243468,2081,Pisos,False,True,,None,None,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
117.0,3,2,1,1052,244798,2092,Pisos,False,True,,None,None,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
118.0,3,2,1,977,219235,1858,Pisos,False,True,,None,None,False,False,True,True,True,False,True,no indicado,True,None,None,None,None,2197.8
115.0,3,2,5,1046,242789,2111,Pisos,False,True,,None,None,False,False,True,True,True,False,True,no indicado,True,None,None,None,None,2197.8
97.0,4,1,3,666,130000,1340,Pisos,False,None,1970.0,None,None,False,False,False,None,False,False,False,E,False,None,None,None,None,1617.18
106.0,3,2,3,1071,251569,2373,Pisos,False,True,,None,None,False,False,True,True,True,True,False,no indicado,False,None,None,None,None,2197.8
103.0,3,2,3,1025,235402,2285,Pisos,False,True,,None,None,False,False,True,True,True,True,False,no indicado,False,None,None,None,None,2197.8
103.0,3,2,1,1024,235172,2283,Pisos,False,True,,None,None,False,False,True,True,True,True,False,no indicado,False,None,None,None,None,2197.8
103.0,3,2,5,1027,236227,2293,Pisos,False,True,,None,None,False,False,True,True,True,True,False,no indicado,False,None,None,None,None,2197.8
114.0,3,2,2,1080,254710,2234,Pisos,False,True,,None,None,False,False,True,True,True,True,False,no indicado,False,None,None,None,None,2197.8
150.0,2,1,,777,159000,1060,Casa o chalet,True,False,1993.0,False,True,False,False,None,None,False,True,True,F,True,None,None,None,None,1617.18
140.0,3,3,7,1128,272500,1946,Dúplex,False,False,2004.0,False,True,True,True,True,True,True,True,True,D,False,False,False,True,False,2197.8
58.0,3,1,2,471,85000,1466,Pisos,False,False,1951.0,None,None,True,False,False,True,False,False,False,E,False,None,None,None,None,1827.79
65.0,3,1,1,512,94000,1446,Pisos,False,False,,False,True,True,True,False,True,False,True,False,en trámite,False,False,False,False,True,1308.89
110.0,4,2,1,833,175000,1591,Pisos,False,False,1978.0,False,True,False,True,False,True,False,True,False,E,False,None,None,None,None,1827.79
173.0,4,2,2,1116,268000,1549,Pisos,False,False,2003.0,False,True,True,True,True,True,True,False,True,en trámite,True,True,False,True,False,2197.8
75.0,2,1,3,766,156000,2080,Áticos,False,False,,False,True,True,True,True,True,False,True,True,en trámite,False,None,None,None,None,1617.18
90.0,1,1,7,861,183159,2035,Áticos,False,True,,None,None,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
125.0,3,2,1,948,210000,1680,Pisos,False,False,1996.0,False,True,True,True,True,True,False,False,True,B,True,None,None,None,None,1827.79
58.0,2,1,,471,85000,1466,Pisos,False,False,1968.0,None,None,False,False,False,True,False,False,False,en trámite,False,None,None,None,None,1617.18
92.0,3,1,6,780,159900,1738,Pisos,False,False,1962.0,False,True,True,False,True,True,False,True,False,en trámite,False,None,None,None,None,1796.68
70.0,2,1,3,613,117000,1671,Pisos,False,False,1975.0,False,True,True,True,False,True,False,False,False,en trámite,False,True,False,True,False,1617.18
54.0,2,1,2,583,110000,2037,Pisos,False,False,1960.0,False,True,False,False,False,True,False,False,False,E,False,False,False,True,False,1617.18
52.0,2,1,1,539,100000,1923,Pisos,False,False,,None,None,False,False,False,True,False,False,False,E,False,None,None,None,None,1827.79
108.0,3,1,2,705,140000,1296,Pisos,False,False,1995.0,False,True,True,True,False,True,False,True,False,en trámite,False,False,True,False,True,1617.18
65.0,2,1,3,568,106500,1638,Pisos,False,False,1963.0,False,True,True,True,False,True,False,True,False,no indicado,False,False,False,True,False,1827.79
102.0,3,2,3,656,127500,1250,Pisos,False,False,1964.0,False,True,False,False,False,True,False,True,False,en trámite,False,False,True,False,False,1827.79
80.0,2,1,3,736,148000,1850,Pisos,False,False,1999.0,False,True,True,True,True,True,False,True,True,en trámite,True,False,False,False,True,1617.18
108.0,2,1,4,933,205000,1898,Dúplex,False,False,2002.0,False,True,True,False,True,True,True,True,True,E,True,False,False,False,True,2197.8
80.0,3,2,4,979,220000,2750,Pisos,False,False,2000.0,False,True,True,True,True,True,True,False,False,E,True,False,False,True,True,1827.79
16.0,3,1,1,600,114000,7125,Pisos,False,False,1970.0,False,True,False,False,False,True,False,False,False,E,False,False,False,True,True,1827.79
54.0,2,1,3,493,89900,1665,Pisos,False,False,1964.0,None,None,False,True,False,True,False,True,False,G,False,False,False,True,True,1617.18
70.0,2,2,4,948,210000,3000,Pisos,False,False,2003.0,False,True,True,True,True,True,True,False,True,E,True,False,True,True,False,1827.79
99.0,2,2,,725,145000,1465,Pisos,False,False,2007.0,False,True,False,True,True,True,False,False,False,E,False,False,True,True,False,1617.18
123.0,4,2,3,1135,275000,2236,Pisos,False,None,,None,None,True,False,True,True,False,True,False,no indicado,False,None,None,None,None,1827.79
64.0,3,1,5,557,104000,1625,Pisos,False,False,,False,True,True,False,False,True,False,False,False,en trámite,False,None,None,None,None,1796.68
107.0,3,2,6,1005,228629,2137,Pisos,False,True,,False,True,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
76.0,2,2,6,813,169021,2224,Pisos,False,True,,False,True,False,False,True,True,True,False,True,no indicado,True,None,None,None,None,2197.8
109.0,3,2,5,988,223022,2046,Pisos,False,True,,False,True,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
108.0,3,2,5,979,220072,2038,Pisos,False,True,,False,True,False,False,True,True,True,True,True,no indicado,True,None,None,None,None,2197.8
103.0,3,2,6,1026,235718,2289,Pisos,False,True,,None,None,False,False,True,True,True,True,False,no indicado,False,None,None,None,None,2197.8
103.0,3,2,1,1052,245000,2379,Pisos,False,True,,None,None,False,False,True,True,True,False,True,no indicado,True,None,None,None,None,2197.8
143.0,3,2,,1094,260000,1818,Pisos,False,True,,None,None,False,False,True,True,True,False,True,no indicado,True,None,None,None,None,2197.8
99.0,3,2,6,1024,235000,2374,Pisos,False,True,,None,None,False,False,True,True,True,False,True,no indicado,True,None,None,None,None,2197.8
100.0,3,2,3,1024,235000,2350,Pisos,False,True,,None,None,False,False,True,True,True,False,True,no indicado,True,None,None,None,None,2197.8
176.0,2,2,6,1108,265000,1506,Pisos,False,True,,None,None,False,False,True,True,True,False,True,no indicado,True,None,None,None,None,2197.8
87.0,2,2,2,884,190000,2184,Pisos,False,True,,None,None,False,False,True,True,True,False,True,no indicado,True,None,None,None,None,2197.8
106.0,3,2,4,1084,256115,2416,Pisos,False,True,,None,None,False,False,True,True,True,True,False,no indicado,False,None,None,None,None,2197.8
113.0,3,2,,1100,261989,2318,Pisos,False,True,,None,None,False,False,True,True,True,True,False,no indicado,False,None,None,None,None,2197.8
115.0,3,2,1,1131,273353,2377,Pisos,False,True,,None,None,False,False,True,True,True,True,False,no indicado,False,None,None,None,None,2197.8
129.0,3,2,7,1194,297621,2307,Pisos,False,True,,None,None,False,False,True,True,True,True,False,no indicado,False,None,None,None,None,2197.8
115.0,3,2,6,1148,279778,2433,Pisos,False,True,,None,None,False,False,True,True,True,True,False,no indicado,False,None,None,None,None,2197.8
110.0,2,2,,686,135000,1227,Pisos,True,False,,False,True,True,False,False,True,False,True,True,en trámite,False,None,None,None,None,1617.18
90.0,3,2,2,901,195000,2167,Pisos,False,False,1985.0,False,True,True,False,True,True,False,True,True,en trámite,False,None,None,None,None,1796.68
60.0,2,1,1,654,126900,2115,Pisos,True,False,,None,None,False,False,False,True,False,False,False,G,False,None,None,None,None,1827.79
54.0,2,1,,691,136400,2526,Pisos,False,None,,None,None,False,False,False,None,False,True,False,E,False,None,None,None,None,1796.68
80.0,3,1,,725,145000,1812,Pisos,False,False,,False,True,True,True,False,True,False,True,False,en trámite,False,False,False,False,True,1617.18
73.0,2,1,1,656,127500,1747,Pisos,False,False,1999.0,False,True,False,True,True,True,False,False,False,G,False,False,True,False,True,1617.18
122.0,3,2,,847,179000,1467,Pisos,False,False,1999.0,False,True,False,False,True,True,False,False,False,en trámite,True,False,True,True,False,1617.18
98.0,3,2,,1111,266122,2716,Pisos,False,False,2020.0,False,True,False,True,True,True,True,True,True,en trámite,True,False,True,False,False,2197.8
97.0,3,2,,1100,261989,2701,Pisos,False,False,2020.0,False,True,True,True,True,True,True,True,True,en trámite,True,None,None,None,None,2197.8
111.0,3,2,7,1194,297621,2681,Áticos,False,False,2020.0,False,True,True,True,True,True,True,True,True,en trámite,True,None,None,None,None,2197.8
99.0,3,2,3,1071,251569,2541,Pisos,False,False,2020.0,False,True,True,True,True,True,True,True,True,en trámite,True,False,True,False,False,2197.8
77.0,3,1,1,598,113500,1474,Pisos,True,False,1968.0,None,None,False,False,False,True,False,False,False,en trámite,False,True,False,False,False,1827.79
85.0,3,1,4,698,138000,1624,Pisos,False,False,1966.0,False,True,False,False,False,True,False,True,False,en trámite,False,None,None,None,None,1617.18
90.0,3,2,2,994,225000,2500,Pisos,False,False,,None,None,True,True,True,True,True,False,True,en trámite,True,None,None,None,None,2197.8
133.0,2,1,6,1105,264000,1985,Pisos,False,False,2003.0,False,True,True,True,True,True,True,True,True,C,True,None,None,None,None,1827.79
60.0,3,1,2,531,98260,1638,Pisos,False,False,1960.0,False,True,False,False,False,True,False,False,False,F,False,None,None,None,None,1827.79
133.0,3,3,7,1135,275000,2068,Pisos,False,False,2004.0,False,True,False,True,True,True,True,True,True,D,False,None,None,None,None,2197.8
85.0,2,1,2,642,124000,1459,Pisos,False,False,1967.0,False,True,True,False,False,True,False,False,False,F,False,False,False,True,True,1617.18
59.0,2,2,3,797,164513,2788,Pisos,False,True,,None,None,False,True,True,True,True,True,True,no indicado,True,None,None,None,None,1796.68
59.0,2,2,1,796,164416,2787,Pisos,False,True,,None,None,False,True,True,True,True,True,True,no indicado,True,None,None,None,None,1796.68
58.0,2,2,4,800,165435,2852,Pisos,False,True,,None,None,False,True,True,True,True,True,True,no indicado,True,None,None,None,None,1796.68
79.0,3,2,1,925,202629,2565,Pisos,False,True,,None,None,False,True,True,True,True,True,True,no indicado,True,None,None,None,None,1796.68
60.0,2,2,,796,164242,2737,Pisos,False,True,,None,None,False,True,True,True,True,True,True,no indicado,True,None,None,None,None,1796.68
121.0,3,2,3,1094,260000,2149,Pisos,False,False,2001.0,False,True,True,True,True,True,True,True,True,no indicado,True,True,False,False,True,1827.79
126.0,3,2,2,1187,294900,2340,Pisos,False,True,,None,None,False,True,True,True,True,True,True,no indicado,True,None,None,None,None,1617.18
134.0,4,2,1,1250,319900,2387,Pisos,False,True,,None,None,False,True,True,True,True,True,True,no indicado,True,None,None,None,None,1617.18
111.0,3,2,1,1094,259900,2341,Pisos,False,True,,None,None,False,True,True,True,True,True,True,no indicado,True,None,None,None,None,1617.18
122.0,3,2,2,1164,285900,2343,Pisos,False,True,,None,None,False,True,True,True,True,True,True,no indicado,True,None,None,None,None,1617.18
125.0,3,2,1,1174,289900,2319,Pisos,False,True,,None,None,False,True,True,True,True,True,True,no indicado,True,None,None,None,None,1617.18
102.0,2,2,1,1066,249900,2450,Pisos,False,True,,None,None,False,True,True,True,True,True,True,no indicado,True,None,None,None,None,1617.18
104.0,3,2,1,1131,273352,2628,Pisos,False,False,2020.0,False,True,True,True,True,True,True,True,True,en trámite,True,False,True,True,False,2197.8
66.0,3,1,1,561,104900,1589,Pisos,False,False,,False,True,False,True,True,True,False,True,False,en trámite,False,None,None,None,None,1308.89
95.0,2,1,2,762,155000,1632,Pisos,False,False,1965.0,False,True,False,False,False,True,False,True,False,D,False,False,False,True,True,1617.18
74.0,3,1,1,539,100000,1351,Pisos,False,False,1968.0,None,None,False,False,False,True,False,False,False,E,False,None,None,None,None,1308.89
97.0,2,1,,948,210000,2165,Pisos,False,False,2003.0,False,True,False,True,True,True,True,True,True,D,True,False,False,True,True,2197.8
90.0,2,2,7,1038,240000,2667,Áticos,False,False,2004.0,False,True,True,True,True,True,True,False,True,en trámite,True,False,True,False,False,1617.18
130.0,4,2,3,1086,257000,1977,Pisos,False,False,,False,True,True,True,True,True,True,True,False,en trámite,False,False,True,False,True,1617.18
49.0,2,1,,466,84000,1714,Pisos,False,False,1969.0,False,True,False,False,True,True,False,False,False,E,False,True,False,False,False,1617.18
151.0,3,2,6,1235,314000,2079,Pisos,False,False,,False,True,True,True,True,True,True,False,True,no indicado,True,None,None,None,None,1827.79
69.0,3,1,4,570,107000,1551,Pisos,False,False,1961.0,None,None,False,False,False,True,False,True,True,en trámite,False,None,None,None,None,1308.89
170.0,3,2,8,1262,325000,1912,Áticos,False,False,2010.0,False,True,True,True,True,True,True,True,True,no indicado,True,False,False,True,True,2197.8
48.0,2,1,,489,89000,1854,Pisos,False,None,1971.0,None,None,False,False,False,True,False,False,False,E,False,None,None,None,None,1827.79
98.0,3,2,7,1161,284900,2907,Pisos,False,False,2001.0,False,True,True,True,True,True,True,False,True,no indicado,True,True,False,False,True,1827.79
50.0,1,1,7,686,135000,2700,Pisos,False,False,2008.0,False,True,True,True,True,True,True,False,True,en trámite,True,False,False,True,False,1617.18
136.0,3,2,5,1009,230000,1691,Áticos,False,False,1999.0,False,True,False,True,True,True,False,True,False,en trámite,True,False,True,True,True,1617.18
80.0,3,1,3,791,163000,2038,Pisos,False,False,,None,None,True,True,True,True,False,False,True,en trámite,False,None,None,None,None,1796.68
95.0,3,1,2,868,185000,1947,Pisos,False,False,1975.0,False,True,True,True,False,True,False,True,False,en trámite,False,False,False,True,True,1617.18
56.0,3,1,5,447,80000,1429,Pisos,True,False,1965.0,None,None,False,False,False,True,False,True,False,en trámite,False,None,None,None,None,1796.68
43.0,1,1,,466,84000,1953,Pisos,False,False,1971.0,None,None,False,False,False,True,False,False,False,E,False,None,None,None,None,1827.79
72.0,3,1,3,625,119900,1665,Pisos,True,False,,None,None,False,False,True,True,False,True,False,en trámite,False,None,None,None,None,1617.18
100.0,4,2,1,762,154900,1549,Pisos,False,False,,None,None,False,False,True,True,False,False,True,en trámite,False,None,None,None,None,1796.68
70.0,3,1,4,625,119900,1713,Pisos,True,False,,None,None,False,True,True,True,False,True,False,en trámite,False,None,None,None,None,1796.68
60.0,2,1,,446,79900,1332,Pisos,False,False,,None,None,False,False,False,True,False,False,False,en trámite,False,None,None,None,None,1308.89
60.0,2,1,2,446,79900,1332,Pisos,False,False,,None,None,False,False,False,True,False,True,False,en trámite,False,None,None,None,None,1617.18
91.0,3,2,3,666,129900,1427,Pisos,False,False,,None,None,False,False,False,True,False,False,False,en trámite,False,None,None,None,None,1796.68
74.0,3,1,2,539,99900,1350,Pisos,True,False,,None,None,False,False,False,True,False,True,False,en trámite,False,None,None,None,None,1617.18
110.0,3,2,5,1135,275000,2500,Pisos,False,False,,None,None,True,True,True,True,True,False,True,en trámite,True,True,False,True,False,2197.8
83.0,3,1,3,501,91500,1102,Pisos,False,False,1966.0,None,None,False,False,False,True,False,True,False,en trámite,False,False,False,False,True,1617.18
25.0,0,1,,662,129000,5160,None,False,False,,None,None,False,False,True,None,True,False,True,no indicado,True,None,None,None,None,1827.79
65.0,2,1,,479,86860,1336,Pisos,True,False,1982.0,None,None,False,False,False,True,False,False,False,en trámite,False,False,False,False,True,1617.18
58.0,3,1,3,561,105000,1810,Pisos,False,False,1966.0,False,True,False,False,False,True,False,False,False,E,False,False,False,True,False,2197.8
115.0,3,2,6,967,216000,1878,Pisos,False,None,2001.0,False,True,True,False,True,True,True,False,False,en trámite,True,None,None,None,None,2197.8
82.0,3,1,4,625,120000,1463,Pisos,False,False,1960.0,False,True,True,True,False,True,False,False,False,en trámite,False,False,True,False,False,1617.18
83.0,3,1,,686,135000,1627,Pisos,False,False,1985.0,False,True,False,True,True,True,False,False,False,en trámite,False,None,None,None,None,1617.18
90.0,2,1,,954,212000,2356,Pisos,False,False,2002.0,False,True,True,True,True,True,True,False,True,C,False,False,True,True,False,2197.8
95.0,2,2,5,864,184000,1937,Pisos,False,False,2011.0,False,True,False,True,True,True,False,False,True,en trámite,False,True,False,False,True,1308.89
89.0,3,1,,780,160000,1798,Pisos,False,False,,None,None,False,False,False,True,False,True,False,en trámite,False,None,None,None,None,1617.18
178.0,4,2,5,1200,299990,1685,Pisos,False,False,,False,True,True,True,True,True,True,False,True,en trámite,True,None,None,None,None,1827.79
59.0,2,1,2,613,117000,1983,Pisos,False,False,,False,True,True,False,False,True,False,True,False,en trámite,False,None,None,None,None,1827.79
100.0,4,1,,798,165000,1650,Pisos,False,False,,True,False,False,False,True,True,False,False,False,en trámite,False,None,None,None,None,1796.68
68.0,3,1,4,517,95000,1397,Pisos,True,False,,False,True,True,False,False,True,False,True,False,F,False,False,True,False,True,1617.18
50.0,2,1,2,566,106000,2120,Pisos,False,False,,None,None,False,False,False,True,False,False,False,en trámite,False,None,None,None,None,1617.18
114.0,4,2,2,1006,229000,2009,Pisos,False,False,1987.0,False,True,True,True,True,True,False,True,False,en trámite,False,None,None,None,None,1617.18
81.0,3,2,3,762,155000,1914,Pisos,False,False,1999.0,False,True,True,True,True,True,False,False,True,en trámite,True,None,None,None,None,1617.18
91.0,2,2,5,1004,228208,2508,Pisos,False,False,2020.0,False,True,True,True,True,True,True,True,True,en trámite,True,None,None,None,None,2197.8
95.0,3,1,3,539,100000,1053,Pisos,True,False,1970.0,False,True,False,False,False,True,False,False,False,en trámite,False,False,True,False,True,2197.8
80.0,3,1,,705,140000,1750,Pisos,False,False,,False,True,True,True,False,True,False,True,False,en trámite,False,False,False,False,True,1617.18
60.0,2,1,3,561,105000,1750,Pisos,False,False,1967.0,None,None,False,False,False,None,False,True,False,no indicado,False,None,None,None,None,1617.18
